player_id,minutes_played,total_passes,accurate_passes,key_passes,through_balls,long_balls,assists,shot_creating_actions,progressive_passes,passes_into_final_third,passes_into_penalty_area,successful_dribbles,total_dribbles,shots,goals,tackles,tackles_successful,interceptions,ball_recoveries,clearances,aerials_won,aerials_total,shots_blocked,crosses,crosses_successful,possession_lost,touches,touches_final_third,forward_passes,penalty_area_touches,half_space_passes,possession_won_final_third,carries_into_final_third,ball_winning_x_sum,ball_winning_count,appearances,starts,opp_possession_share,player_name,team_name,team_id,position,age,league,position_group,minutes_per_appearance,ninety_equivalents,start_rate,sample_reliability,score_confidence,is_full_sample,sample_tier,key_passes_p90,through_balls_p90,long_balls_p90,assists_p90,shot_creating_actions_p90,progressive_passes_p90,passes_into_final_third_p90,passes_into_penalty_area_p90,successful_dribbles_p90,total_dribbles_p90,shots_p90,goals_p90,tackles_p90,tackles_successful_p90,interceptions_p90,ball_recoveries_p90,clearances_p90,aerials_won_p90,aerials_total_p90,shots_blocked_p90,crosses_p90,crosses_successful_p90,possession_lost_p90,touches_p90,touches_final_third_p90,total_passes_p90,accurate_passes_p90,penalty_area_touches_p90,half_space_passes_p90,possession_won_final_third_p90,carries_into_final_third_p90,forward_passes_p90,pass_accuracy,dribble_success_rate,aerial_win_rate,tackle_success_rate,cross_accuracy,possession_won,possession_won_p90,forward_pass_pct,ball_winning_height,def_actions_p90,direct_creation_p90,tackles_successful_p90_league_pct,tackles_successful_p90_pct,interceptions_p90_league_pct,interceptions_p90_pct,clearances_p90_league_pct,clearances_p90_pct,aerial_win_rate_league_pct,aerial_win_rate_pct,shots_blocked_p90_league_pct,shots_blocked_p90_pct,progressive_passes_p90_league_pct,progressive_passes_p90_pct,long_balls_p90_league_pct,long_balls_p90_pct,pass_accuracy_league_pct,pass_accuracy_pct,ball_recoveries_p90_league_pct,ball_recoveries_p90_pct,tackle_success_rate_league_pct,tackle_success_rate_pct,aerials_won_p90_league_pct,aerials_won_p90_pct,carries_into_final_third_p90_league_pct,carries_into_final_third_p90_pct,passes_into_final_third_p90_league_pct,passes_into_final_third_p90_pct,forward_pass_pct_league_pct,forward_pass_pct_pct,role_score_Stopper,role_score_Aerial Dominator,role_score_Ball-Playing Defender,primary_role,overall_score,successful_dribbles_p90_league_pct,successful_dribbles_p90_pct,crosses_p90_league_pct,crosses_p90_pct,passes_into_penalty_area_p90_league_pct,passes_into_penalty_area_p90_pct,possession_won_final_third_p90_league_pct,possession_won_final_third_p90_pct,touches_final_third_p90_league_pct,touches_final_third_p90_pct,total_passes_p90_league_pct,total_passes_p90_pct,cross_accuracy_league_pct,cross_accuracy_pct,key_passes_p90_league_pct,key_passes_p90_pct,assists_p90_league_pct,assists_p90_pct,role_score_Defensive Fullback,role_score_Attacking Fullback,role_score_Inverted Fullback,role_score_Crossing Fullback,def_actions_p90_league_pct,def_actions_p90_pct,penalty_area_touches_p90_league_pct,penalty_area_touches_p90_pct,shots_p90_league_pct,shots_p90_pct,through_balls_p90_league_pct,through_balls_p90_pct,dribble_success_rate_league_pct,dribble_success_rate_pct,goals_p90_league_pct,goals_p90_pct,ball_winning_height_league_pct,ball_winning_height_pct,role_score_Creator,role_score_Ball Progressor,role_score_Box Threat,role_score_Deep Builder,role_score_Ball Winner,shot_creating_actions_p90_league_pct,shot_creating_actions_p90_pct,role_score_Touchline Winger,role_score_Inside Forward,role_score_Wide Creator,role_score_Pressing Winger,tackles_p90_league_pct,tackles_p90_pct,role_score_Finisher,role_score_Target Man,role_score_Creative Forward,role_score_Pressing Forward
414168.0,965,633,484,5,0,113,1,8,87,38,12,3,6,12,1,28,19,17,52,79,49,80,5,15,6,152,823,106,342,29,81,1,2,2097.8,69,16,8,0.5267199789357027,Eiran Cashin,Blackburn,158,DC,24,Championship,DEF,60.3,10.7,50.0,0.975,97.5,True,Full sample,0.46632124352331605,0.0,10.538860103626943,0.09326424870466321,0.7461139896373057,8.1139896373057,3.5440414507772022,1.1191709844559585,0.27979274611398963,0.5595854922279793,1.1191709844559585,0.09326424870466321,2.61139896373057,1.7720207253886011,1.5854922279792745,4.849740932642487,7.367875647668393,4.569948186528497,7.461139896373057,0.46632124352331605,1.3989637305699483,0.5595854922279793,14.176165803108809,76.75647668393783,9.8860103626943,59.03626943005182,45.13989637305699,2.704663212435233,7.5544041450777195,0.09326424870466321,0.18652849740932642,31.89637305699482,76.4612954186414,50.0,61.25000000000001,67.85714285714286,40.0,88,8.207253886010363,54.02843601895735,30.40289855072464,4.196891191709844,0.5595854922279793,98.4126984126984,98.4126984126984,93.65079365079364,93.65079365079364,74.60317460317461,74.60317460317461,53.17460317460318,53.17460317460318,57.936507936507944,57.936507936507944,89.68253968253968,89.68253968253968,93.65079365079364,93.65079365079364,20.634920634920633,20.634920634920633,97.61904761904762,97.61904761904762,61.111111111111114,61.111111111111114,88.88888888888889,88.88888888888889,87.3015873015873,87.3015873015873,71.42857142857143,71.42857142857143,58.730158730158735,58.730158730158735,82.6,72.2,70.5,Stopper,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243566.0,761,492,418,3,0,47,1,4,66,34,3,1,3,4,0,14,8,21,30,47,42,66,10,2,0,76,626,34,303,27,44,2,1,1656.0,51,14,8,0.4709098287583152,Krystian Bielik,WBA,175,DC,28,Championship,DEF,54.4,8.5,57.1,0.9786,97.9,True,Full sample,0.354796320630749,0.0,5.5584756898817345,0.11826544021024968,0.4730617608409987,7.805519053876478,4.021024967148489,0.354796320630749,0.11826544021024968,0.354796320630749,0.4730617608409987,0.0,1.6557161629434953,0.9461235216819974,2.483574244415243,3.54796320630749,5.5584756898817345,4.967148488830486,7.805519053876478,1.1826544021024967,0.23653088042049936,0.0,8.988173455978975,74.0341655716163,4.021024967148489,58.18659658344284,49.434954007884365,3.1931668856767415,5.2036793692509855,0.23653088042049936,0.11826544021024968,35.83442838370565,84.95934959349594,33.33333333333333,63.63636363636363,57.14285714285714,0.0,59,6.977660972404731,61.58536585365854,32.470588235294116,4.139290407358739,0.4730617608409987,79.36507936507937,79.36507936507937,100.0,100.0,43.65079365079365,43.65079365079365,63.49206349206349,63.49206349206349,99.20634920634922,99.20634920634922,87.3015873015873,87.3015873015873,19.841269841269842,19.841269841269842,75.39682539682539,75.39682539682539,67.46031746031747,67.46031746031747,28.57142857142857,28.57142857142857,95.23809523809523,95.23809523809523,74.60317460317461,74.60317460317461,88.88888888888889,88.88888888888889,85.71428571428571,85.71428571428571,78.5,70.8,75.7,Stopper,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496299.0,1763,1078,930,5,0,136,0,8,119,65,2,3,6,15,2,29,22,26,71,146,73,119,10,3,1,151,1382,56,679,54,83,1,0,3049.2000000000003,97,20,18,0.45828902470143873,Tyler Bindon,Sheff Utd,163,DC,21,Championship,DEF,88.2,19.6,90.0,0.995,99.5,True,Full sample,0.25524673851389673,0.0,6.942711287577992,0.0,0.40839478162223486,6.074872376630743,3.318207600680658,0.10209869540555871,0.15314804310833807,0.30629608621667614,0.7657402155416904,0.10209869540555871,1.4804310833806011,1.1230856494611459,1.327283040272263,3.6245036868973344,7.453204764605785,3.7266023823028926,6.074872376630743,0.5104934770277935,0.15314804310833807,0.05104934770277936,7.708451503119682,70.55019852524106,2.8587634713556436,55.03119682359614,47.475893363584795,2.7566647759500853,4.237095859330687,0.05104934770277936,0.0,34.66250709018718,86.2708719851577,50.0,61.34453781512605,75.86206896551724,33.33333333333333,119,6.074872376630743,62.98701298701299,31.435051546391755,2.807714123652864,0.25524673851389673,92.06349206349206,92.06349206349206,91.26984126984127,91.26984126984127,94.44444444444444,94.44444444444444,54.761904761904766,54.761904761904766,80.15873015873017,80.15873015873017,56.34920634920635,56.34920634920635,57.14285714285714,57.14285714285714,79.36507936507937,79.36507936507937,72.22222222222221,72.22222222222221,92.06349206349206,92.06349206349206,73.80952380952381,73.80952380952381,10.317460317460316,10.317460317460316,65.87301587301587,65.87301587301587,92.85714285714286,92.85714285714286,86.3,72.2,58.7,Stopper,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87182.0,2368,1463,1266,3,2,163,0,9,190,74,7,6,6,20,2,38,27,24,91,220,95,137,11,0,0,197,1867,76,949,72,78,0,2,3528.4,115,25,25,0.47511571648735174,Jannik Vestergaard,Leicester,14,DC,33,Championship,DEF,94.7,26.3,100.0,1.0,100.0,True,Full sample,0.11402027027027027,0.07601351351351351,6.195101351351351,0.0,0.34206081081081086,7.221283783783783,2.8125,0.2660472972972973,0.22804054054054054,0.22804054054054054,0.7601351351351352,0.07601351351351351,1.4442567567567566,1.0261824324324325,0.9121621621621622,3.458614864864865,8.361486486486486,3.6106418918918917,5.206925675675675,0.41807432432432434,0.0,0.0,7.487331081081082,70.95861486486487,2.888513513513513,55.60388513513514,48.116554054054056,2.736486486486487,2.9645270270270268,0.0,0.07601351351351351,36.06841216216216,86.53451811346548,100.0,69.34306569343066,71.05263157894737,,142,5.39695945945946,64.86671223513328,30.681739130434785,2.356418918918919,0.11402027027027027,84.12698412698413,84.12698412698413,45.23809523809524,45.23809523809524,100.0,100.0,88.09523809523809,88.09523809523809,57.14285714285714,57.14285714285714,77.77777777777779,77.77777777777779,34.92063492063492,34.92063492063492,82.53968253968253,82.53968253968253,63.49206349206349,63.49206349206349,76.19047619047619,76.19047619047619,70.63492063492063,70.63492063492063,65.07936507936508,65.07936507936508,53.96825396825397,53.96825396825397,96.03174603174604,96.03174603174604,64.7,84.1,72.0,Aerial Dominator,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231118.0,3626,2714,2237,9,2,431,0,9,367,167,2,0,1,27,3,36,23,49,145,314,151,234,19,4,0,478,3295,110,1494,81,192,2,0,5989.3,194,38,38,0.4449788275692588,Cameron Burgess,Swansea,259,DC,30,Championship,DEF,95.4,40.3,100.0,1.0,100.0,True,Full sample,0.22338665195808052,0.049641478212906785,10.697738554881413,0.0,0.22338665195808052,9.109211252068395,4.145063430777717,0.049641478212906785,0.0,0.024820739106453393,0.6701599558742416,0.07446221731936017,0.8935466078323221,0.5708769994484281,1.2162162162162162,3.599007170435742,7.793712079426365,3.7479316050744624,5.808052950910094,0.4715940430226145,0.09928295642581357,0.0,11.86431329288472,81.78433535576393,2.7302813017098733,67.36348593491451,55.52399338113624,2.010479867622725,4.765581908439051,0.049641478212906785,0.0,37.08218422504137,82.42446573323508,0.0,64.52991452991454,63.888888888888886,0.0,217,5.386100386100386,55.04789977892409,30.872680412371135,2.109762824048538,0.22338665195808052,46.82539682539682,46.82539682539682,86.5079365079365,86.5079365079365,99.20634920634922,99.20634920634922,67.46031746031747,67.46031746031747,76.19047619047619,76.19047619047619,96.03174603174604,96.03174603174604,95.23809523809523,95.23809523809523,52.38095238095239,52.38095238095239,69.04761904761905,69.04761904761905,51.587301587301596,51.587301587301596,74.60317460317461,74.60317460317461,3.1746031746031744,3.1746031746031744,92.06349206349206,92.06349206349206,66.66666666666666,66.66666666666666,66.7,78.3,70.0,Aerial Dominator,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381130.0,3512,2429,2051,10,4,347,0,12,323,145,5,2,4,19,1,62,39,38,116,254,134,224,18,4,0,380,2957,88,1416,70,160,2,2,4879.900000000001,154,37,37,0.444717326003099,Ben Cabango,Swansea,259,DC,26,Championship,DEF,94.9,39.0,100.0,1.0,100.0,True,Full sample,0.25626423690205014,0.10250569476082004,8.892369020501139,0.0,0.30751708428246016,8.277334851936219,3.7158314350797266,0.12813211845102507,0.05125284738041002,0.10250569476082004,0.4869020501138952,0.02562642369020501,1.5888382687927107,0.9994305239179954,0.9738041002277904,2.9726651480637813,6.509111617312072,3.4339407744874713,5.740318906605923,0.4612756264236902,0.10250569476082004,0.0,9.738041002277905,75.77733485193622,2.2551252847380407,62.246583143507976,52.559794988610484,1.7938496583143508,4.100227790432802,0.05125284738041002,0.05125284738041002,36.287015945330296,84.43804034582134,50.0,59.82142857142857,62.903225806451616,0.0,193,4.945899772209567,58.295594895018525,31.687662337662342,2.562642369020501,0.25626423690205014,87.3015873015873,87.3015873015873,64.28571428571429,64.28571428571429,85.71428571428571,85.71428571428571,45.23809523809524,45.23809523809524,75.39682539682539,75.39682539682539,90.47619047619048,90.47619047619048,79.36507936507937,79.36507936507937,70.63492063492063,70.63492063492063,32.53968253968254,32.53968253968254,43.65079365079365,43.65079365079365,65.07936507936508,65.07936507936508,54.761904761904766,54.761904761904766,78.57142857142857,78.57142857142857,77.77777777777779,77.77777777777779,64.4,63.3,77.6,Ball-Playing Defender,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82877.0,3141,2445,2060,16,5,359,3,36,445,226,31,20,31,24,1,72,53,36,202,95,53,112,12,45,10,396,2921,289,1536,57,328,6,11,8063.2,238,36,32,0.4283551334154572,Luke Ayling,Middlesbrough,21,DC,34,Championship,DEF,87.2,34.9,88.9,0.9944,99.4,True,Full sample,0.4584527220630373,0.14326647564469916,10.286532951289399,0.08595988538681948,1.0315186246418337,12.750716332378223,6.475644699140401,0.8882521489971347,0.5730659025787966,0.8882521489971347,0.6876790830945558,0.02865329512893983,2.0630372492836675,1.518624641833811,1.0315186246418337,5.787965616045845,2.7220630372492836,1.518624641833811,3.2091690544412605,0.3438395415472779,1.2893982808022924,0.2865329512893983,11.346704871060172,83.69627507163324,8.28080229226361,70.05730659025788,59.02578796561605,1.6332378223495703,9.398280802292263,0.17191977077363896,0.3151862464183381,44.01146131805157,84.25357873210633,64.51612903225806,47.32142857142857,73.61111111111111,22.22222222222222,291,8.33810888252149,62.82208588957056,33.878991596638656,3.0945558739255015,0.5444126074498568,99.20634920634922,99.20634920634922,73.80952380952381,73.80952380952381,2.380952380952381,2.380952380952381,7.142857142857142,7.142857142857142,53.17460317460318,53.17460317460318,100.0,100.0,92.06349206349206,92.06349206349206,69.84126984126983,69.84126984126983,99.20634920634922,99.20634920634922,93.65079365079364,93.65079365079364,7.936507936507936,7.936507936507936,99.20634920634922,99.20634920634922,99.20634920634922,99.20634920634922,91.26984126984127,91.26984126984127,82.6,6.5,91.9,Ball-Playing Defender,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390201.0,3398,1706,1312,8,0,310,0,21,221,111,14,13,17,23,0,51,35,71,147,271,161,272,23,11,2,398,2325,172,899,87,162,2,2,7084.4,218,37,36,0.5099471002858675,Sean McLoughlin,Blackburn,158,DC,29,Championship,DEF,91.8,37.8,97.3,0.9986,99.9,True,Full sample,0.21188934667451442,0.0,8.210712183637433,0.0,0.5562095350206003,5.853443201883461,2.9399646851088876,0.37080635668040024,0.3443201883460859,0.4502648616833431,0.6091818716892289,0.0,1.3507945850500294,0.9270158917010006,1.8805179517363155,3.893466745144202,7.177751618599176,4.264273101824603,7.20423778693349,0.6091818716892289,0.2913478516774573,0.052972336668628606,10.541494997057093,61.580341377280746,4.55562095350206,45.185403178340195,34.749852854620364,2.3042966450853446,4.290759270158917,0.052972336668628606,0.052972336668628606,23.811065332548555,76.90504103165298,76.47058823529412,59.19117647058824,68.62745098039215,18.181818181818183,253,6.701000588581518,52.69636576787807,32.497247706422016,3.231312536786345,0.21188934667451442,76.19047619047619,76.19047619047619,98.4126984126984,98.4126984126984,76.98412698412699,76.98412698412699,42.857142857142854,42.857142857142854,84.92063492063492,84.92063492063492,51.587301587301596,51.587301587301596,73.01587301587301,73.01587301587301,23.809523809523807,23.809523809523807,84.12698412698413,84.12698412698413,69.04761904761905,69.04761904761905,85.71428571428571,85.71428571428571,56.34920634920635,56.34920634920635,57.14285714285714,57.14285714285714,51.587301587301596,51.587301587301596,83.6,68.5,49.4,Stopper,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384061.0,3467,2666,2259,23,4,409,2,25,435,199,22,2,6,36,7,31,22,32,145,282,129,225,13,12,3,411,3238,260,1460,120,313,6,3,6480.7,177,36,36,0.44058335620126415,Taylor Harwood-Bellis,Southampton,18,DC,24,Championship,DEF,96.3,38.5,100.0,1.0,100.0,True,Full sample,0.5970579751946928,0.103836169599077,10.617248341505624,0.0519180847995385,0.6489760599942314,11.292183443899626,5.1658494375540815,0.5710989327949236,0.0519180847995385,0.1557542543986155,0.9345255263916932,0.18171329679838474,0.8047303143928468,0.5710989327949236,0.830689356792616,3.764061147966542,7.3204499567349295,3.348716469570234,5.840784539948083,0.3374675511970003,0.311508508797231,0.07787712719930776,10.669166426305162,84.05537929045283,6.749351023940005,69.20680703778483,58.641476781078744,3.11508508797231,8.125180271127777,0.1557542543986155,0.07787712719930776,37.90020190366311,84.73368342085521,33.33333333333333,57.333333333333336,70.96774193548387,25.0,199,5.1658494375540815,54.76369092273068,36.61412429378531,1.635419671185463,0.6489760599942314,47.61904761904761,47.61904761904761,42.857142857142854,42.857142857142854,95.23809523809523,95.23809523809523,30.158730158730158,30.158730158730158,47.61904761904761,47.61904761904761,99.20634920634922,99.20634920634922,94.44444444444444,94.44444444444444,73.80952380952381,73.80952380952381,78.57142857142857,78.57142857142857,74.60317460317461,74.60317460317461,61.904761904761905,61.904761904761905,65.87301587301587,65.87301587301587,96.82539682539682,96.82539682539682,64.28571428571429,64.28571428571429,55.1,59.1,84.9,Ball-Playing Defender,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381527.0,3101,1860,1575,6,0,284,0,7,218,67,6,1,5,33,4,48,34,41,132,235,137,217,7,1,0,289,2357,114,1164,129,79,1,2,5263.9,173,34,34,0.4906057302446727,Nathaniel Phillips,WBA,175,DC,29,Championship,DEF,91.2,34.5,100.0,1.0,100.0,True,Full sample,0.17413737504030957,0.0,8.242502418574654,0.0,0.20316027088036115,6.326991293131248,1.944534021283457,0.17413737504030957,0.029022895840051594,0.14511447920025797,0.9577555627217027,0.11609158336020638,1.3930990003224766,0.9867784585617543,1.1899387294421155,3.831022250886811,6.820380522412125,3.9761367300870685,6.297968397291196,0.20316027088036115,0.029022895840051594,0.0,8.387616897774912,68.40696549500161,3.308610125765882,53.98258626249597,45.71106094808126,3.7439535633666554,2.292808771364076,0.029022895840051594,0.05804579168010319,33.78265075782006,84.67741935483872,20.0,63.133640552995395,70.83333333333334,0.0,207,6.00773943889068,62.58064516129033,30.427167630057802,2.583037729764592,0.17413737504030957,80.15873015873017,80.15873015873017,74.60317460317461,74.60317460317461,73.80952380952381,73.80952380952381,62.698412698412696,62.698412698412696,15.873015873015872,15.873015873015872,63.49206349206349,63.49206349206349,73.80952380952381,73.80952380952381,72.22222222222221,72.22222222222221,82.53968253968253,82.53968253968253,79.36507936507937,79.36507936507937,78.57142857142857,78.57142857142857,58.730158730158735,58.730158730158735,20.634920634920633,20.634920634920633,89.68253968253968,89.68253968253968,66.2,71.8,63.9,Aerial Dominator,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
