player_id,minutes_played,total_passes,accurate_passes,key_passes,through_balls,assists,progressive_passes,progressive_carries,passes_into_final_third,passes_into_penalty_area,successful_dribbles,total_dribbles,shots,tackles,tackles_successful,interceptions,ball_recoveries,clearances,aerials_won,aerials_total,shots_blocked,crosses,crosses_successful,possession_lost,touches,touches_final_third,forward_passes,penalty_area_touches,half_space_passes,possession_won_final_third,carries_into_final_third,ball_winning_x_sum,ball_winning_count,appearances,player_name,team_name,team_id,position,age,key_passes_p90,through_balls_p90,assists_p90,progressive_passes_p90,progressive_carries_p90,passes_into_final_third_p90,passes_into_penalty_area_p90,successful_dribbles_p90,total_dribbles_p90,shots_p90,tackles_p90,tackles_successful_p90,interceptions_p90,ball_recoveries_p90,clearances_p90,aerials_won_p90,aerials_total_p90,shots_blocked_p90,crosses_p90,crosses_successful_p90,possession_lost_p90,touches_p90,touches_final_third_p90,total_passes_p90,accurate_passes_p90,penalty_area_touches_p90,half_space_passes_p90,possession_won_final_third_p90,carries_into_final_third_p90,forward_passes_p90,pass_accuracy,dribble_success_rate,aerial_win_rate,tackle_success_rate,cross_accuracy,possession_won,possession_won_p90,forward_pass_pct,ball_winning_height,shot_creating_actions_p90,dribble_success_rate_pct,total_passes_p90_pct,assists_p90_pct,tackle_success_rate_pct,ball_winning_height_pct,aerials_total_p90_pct,key_passes_p90_pct,cross_accuracy_pct,clearances_p90_pct,penalty_area_touches_p90_pct,successful_dribbles_p90_pct,shots_blocked_p90_pct,possession_won_final_third_p90_pct,aerial_win_rate_pct,carries_into_final_third_p90_pct,half_space_passes_p90_pct,progressive_passes_p90_pct,forward_pass_pct_pct,pass_accuracy_pct,interceptions_p90_pct,tackles_p90_pct,passes_into_penalty_area_p90_pct,crosses_p90_pct,through_balls_p90_pct,chance_creation_score,role_score_Playmaker,role_score_Ball Progressor,role_score_Ball Winner,role_score_Defensive Shield,role_score_Dribbler,role_score_Wide Creator,primary_role,cluster_id,archetype,market_value_eur,contract_expires,transfer_feasibility
386390.0,1287,588,451,41,7,3,123,0,52,65,36,84,31,13,10,0,70,6,26,49,12,23,8,185,849,464,240,109,208,11,15,3348.7,70,15,Charles De Ketelaere,Atalanta,300,AMC,24,2.867132867132867,0.4895104895104895,0.2097902097902098,8.601398601398602,0.0,3.6363636363636367,4.545454545454545,2.5174825174825175,5.874125874125874,2.167832167832168,0.9090909090909092,0.6993006993006993,0.0,4.895104895104895,0.4195804195804196,1.8181818181818183,3.4265734265734267,0.8391608391608392,1.6083916083916086,0.5594405594405595,12.937062937062937,59.370629370629366,32.44755244755245,41.11888111888112,31.538461538461537,7.622377622377622,14.545454545454549,0.7692307692307693,1.048951048951049,16.783216783216783,76.70068027210884,42.857142857142854,53.06122448979592,76.92307692307693,34.78260869565217,80,5.594405594405594,40.81632653061224,47.83857142857143,5.384615384615385,58.15217391304349,55.434782608695656,89.13043478260869,94.56521739130434,88.04347826086956,86.95652173913044,98.91304347826086,78.88888888888889,10.869565217391305,98.91304347826086,97.82608695652172,71.19565217391305,88.04347826086956,71.73913043478261,93.47826086956522,92.3913043478261,89.13043478260869,51.08695652173913,29.347826086956523,1.0869565217391304,21.73913043478261,100.0,59.78260869565217,95.65217391304348,96.4,96.1,73.3,47.0,48.1,85.5,84.4,Playmaker,0,Final-Ball Specialist,35000000.0,2028.0,Mid-term
494525.0,1945,917,736,53,7,5,121,0,54,78,61,126,72,13,4,4,77,6,8,15,10,88,23,246,1326,782,287,160,303,15,20,3883.7,81,22,Kenan Yildiz,Juventus,87,AMC,20,2.4524421593830334,0.3239074550128535,0.2313624678663239,5.598971722365039,0.0,2.498714652956298,3.6092544987146526,2.822622107969152,5.830334190231362,3.3316195372750643,0.6015424164524421,0.1850899742930591,0.1850899742930591,3.562982005141388,0.2776349614395887,0.3701799485861182,0.6940874035989717,0.4627249357326478,4.071979434447301,1.0642673521850898,11.383033419023135,61.3573264781491,36.185089974293064,42.4318766066838,34.056555269922875,7.4035989717223645,14.020565552699228,0.6940874035989717,0.9254498714652956,13.280205655526991,80.26172300981462,48.41269841269841,53.333333333333336,30.76923076923077,26.136363636363637,85,3.9331619537275064,31.29770992366413,47.946913580246914,5.275064267352185,72.82608695652173,60.86956521739131,92.3913043478261,3.260869565217391,89.13043478260869,10.869565217391305,95.65217391304348,62.22222222222222,3.260869565217391,97.82608695652172,100.0,26.08695652173913,82.6086956521739,72.82608695652173,89.13043478260869,91.30434782608695,65.21739130434783,9.782608695652174,48.91304347826087,6.521739130434782,3.260869565217391,96.7391304347826,92.3913043478261,88.04347826086956,94.2,93.9,59.4,20.8,29.2,89.6,87.7,Playmaker,0,Final-Ball Specialist,75000000.0,2030.0,Locked
148684.0,1747,1189,982,51,6,4,203,0,110,75,16,35,24,35,18,3,104,7,7,20,18,71,25,226,1421,558,509,76,319,15,9,4729.6,107,21,Nicolò Barella,Inter,75,MC,29,2.6273611906124787,0.3091013165426445,0.206067544361763,10.457927876359474,0.0,5.666857469948483,3.8637664567830567,0.824270177447052,1.8030910131654263,1.2364052661705782,1.8030910131654263,0.9273039496279336,0.1545506582713222,5.357756153405838,0.3606182026330853,0.3606182026330853,1.030337721808815,0.9273039496279336,3.657698912421294,1.287922152261019,11.642816256439607,73.20549513451631,28.746422438465935,61.25357756153406,50.589582140812816,3.915283342873497,16.4338866628506,0.7727532913566114,0.4636519748139668,26.222095020034345,82.59041211101767,45.714285714285715,35.0,51.42857142857142,35.2112676056338,125,6.439610761305095,42.80908326324643,44.20186915887851,3.4516313680595307,65.21739130434783,92.3913043478261,88.04347826086956,31.521739130434785,71.73913043478261,26.08695652173913,96.7391304347826,81.11111111111111,7.608695652173914,75.0,70.65217391304348,79.34782608695652,89.13043478260869,23.91304347826087,58.69565217391305,96.7391304347826,94.56521739130434,65.21739130434783,63.04347826086957,5.434782608695652,71.73913043478261,97.82608695652172,89.13043478260869,86.95652173913044,91.6,91.8,79.5,43.5,25.7,70.3,91.9,Wide Creator,0,Final-Ball Specialist,60000000.0,2029.0,Locked
407944.0,716,418,357,28,3,3,43,0,21,31,6,19,11,9,6,5,35,1,2,2,5,37,17,74,526,213,144,28,70,6,4,1705.1999999999998,40,9,Martin Baturina,Como,1290,AMC,23,3.5195530726256985,0.3770949720670391,0.3770949720670391,5.405027932960894,0.0,2.6396648044692737,3.896648044692738,0.7541899441340782,2.388268156424581,1.38268156424581,1.1312849162011174,0.7541899441340782,0.6284916201117318,4.399441340782123,0.1256983240223463,0.2513966480446927,0.2513966480446927,0.6284916201117318,4.650837988826816,2.136871508379888,9.301675977653632,66.11731843575419,26.773743016759777,52.54189944134078,44.874301675977655,3.5195530726256985,8.798882681564246,0.7541899441340782,0.5027932960893855,18.10055865921788,85.4066985645933,31.57894736842105,100.0,66.66666666666666,45.94594594594595,46,5.782122905027933,34.44976076555024,42.629999999999995,4.273743016759777,30.434782608695656,84.78260869565217,98.91304347826086,77.17391304347827,55.434782608695656,2.1739130434782608,100.0,94.44444444444444,1.0869565217391304,65.21739130434783,66.30434782608695,51.08695652173913,85.86956521739131,100.0,64.13043478260869,63.04347826086957,64.13043478260869,22.82608695652174,77.17391304347827,52.17391304347826,29.347826086956523,98.91304347826086,93.47826086956522,92.3913043478261,91.4,89.5,62.3,56.4,46.1,58.5,91.5,Wide Creator,0,Final-Ball Specialist,18000000.0,2030.0,Locked
369426.0,1646,1136,977,42,6,3,153,0,110,42,17,29,21,29,20,9,97,13,0,1,10,61,13,171,1351,334,564,18,205,14,7,4724.9,106,19,Nicolò Fagioli,Fiorentina,73,MC,25,2.296476306196841,0.3280680437424058,0.1640340218712029,8.365735115431349,0.0,6.014580801944107,2.296476306196841,0.9295261239368166,1.5856622114216283,1.1482381530984205,1.5856622114216283,1.0935601458080195,0.4921020656136087,5.3037667071688945,0.7108140947752126,0.0,0.0546780072904009,0.5467800729040098,3.3353584447144593,0.7108140947752126,9.349939246658566,73.86998784933171,18.262454434993924,62.1142162818955,53.42041312272175,0.9842041312272176,11.2089914945322,0.7654921020656136,0.3827460510328068,30.83839611178615,86.00352112676056,58.620689655172406,0.0,68.96551724137932,21.311475409836063,126,6.889428918590522,49.647887323943664,44.57452830188679,3.2260024301336574,94.56521739130434,93.47826086956522,83.69565217391305,83.69565217391305,76.08695652173914,1.0869565217391304,93.47826086956522,43.333333333333336,23.91304347826087,22.82608695652174,77.17391304347827,35.869565217391305,86.95652173913044,2.1739130434782608,44.565217391304344,78.26086956521739,86.95652173913044,86.95652173913044,81.52173913043478,33.69565217391305,58.69565217391305,83.69565217391305,81.52173913043478,89.13043478260869,86.2,82.8,78.9,62.0,17.2,73.7,76.2,Playmaker,0,Final-Ball Specialist,14000000.0,2028.0,Mid-term
393039.0,681,372,295,20,1,1,69,0,39,26,10,24,14,6,3,4,29,4,3,16,6,42,12,91,480,232,145,40,116,7,6,1635.4,33,9,Lazar Samardzic,Atalanta,300,AMC,24,2.643171806167401,0.13215859030837,0.13215859030837,9.118942731277532,0.0,5.154185022026432,3.436123348017621,1.3215859030837005,3.1718061674008813,1.8502202643171808,0.7929515418502203,0.3964757709251101,0.5286343612334802,3.8325991189427313,0.5286343612334802,0.3964757709251101,2.1145374449339207,0.7929515418502203,5.5506607929515415,1.5859030837004406,12.026431718061676,63.436123348017624,30.66079295154185,49.16299559471366,38.98678414096917,5.286343612334802,15.330396475770923,0.9251101321585904,0.7929515418502203,19.162995594713657,79.3010752688172,41.66666666666667,18.75,50.0,28.57142857142857,36,4.757709251101322,38.97849462365591,49.55757575757576,3.9647577092511015,52.71739130434783,80.43478260869566,73.91304347826086,26.6304347826087,94.56521739130434,66.30434782608695,97.82608695652172,71.66666666666667,17.391304347826086,90.21739130434784,88.04347826086956,69.56521739130434,95.65217391304348,6.521739130434782,86.41304347826086,93.47826086956522,90.21739130434784,44.565217391304344,40.21739130434783,39.130434782608695,13.043478260869565,95.65217391304348,96.7391304347826,51.08695652173913,85.4,85.3,76.1,40.7,32.6,78.4,91.2,Wide Creator,0,Final-Ball Specialist,15000000.0,2029.0,Locked
448659.0,2126,1026,816,38,9,6,147,0,90,40,49,104,90,58,34,17,101,11,19,37,26,46,10,265,1508,557,407,85,226,20,25,5668.8,118,23,Nico Paz,Como,1290,AMR,21,1.6086547507055504,0.3809971777986829,0.2539981185324553,6.222953904045155,0.0,3.80997177798683,1.6933207902163687,2.074317968015052,4.402634054562559,3.80997177798683,2.4553151458137346,1.4393226716839136,0.7196613358419568,4.275634995296331,0.4656632173095014,0.8043273753527752,1.5663217309501412,1.1006585136406395,1.947318908748824,0.4233301975540922,11.218250235183444,63.8381937911571,23.579492003762937,43.433678269049864,34.54374412041392,3.5983066792097835,9.567262464722484,0.8466603951081844,1.0583254938852305,17.229539040451552,79.53216374269006,47.11538461538461,51.35135135135135,58.620689655172406,21.73913043478261,152,6.434619002822202,39.668615984405456,48.0406779661017,3.6829727187206025,69.56521739130434,61.95652173913043,96.7391304347826,52.71739130434783,90.21739130434784,50.0,82.6086956521739,45.55555555555556,11.956521739130435,69.56521739130434,95.65217391304348,89.13043478260869,92.3913043478261,68.47826086956522,94.56521739130434,69.56521739130434,69.56521739130434,47.82608695652174,42.391304347826086,63.04347826086957,91.30434782608695,71.73913043478261,67.3913043478261,93.47826086956522,84.2,82.2,67.4,73.2,53.9,83.8,67.3,Dribbler,0,Final-Ball Specialist,65000000.0,2028.0,Mid-term
338275.0,1065,483,388,20,2,3,81,0,37,35,9,13,24,9,3,11,37,14,8,21,4,12,2,99,609,274,186,75,147,7,4,2115.4,48,12,Weston McKennie,Juventus,87,MC,27,1.6901408450704225,0.1690140845070422,0.2535211267605634,6.845070422535211,0.0,3.1267605633802815,2.9577464788732395,0.76056338028169,1.0985915492957747,2.028169014084507,0.76056338028169,0.2535211267605634,0.9295774647887324,3.1267605633802815,1.1830985915492958,0.676056338028169,1.7746478873239435,0.3380281690140845,1.0140845070422535,0.1690140845070422,8.366197183098592,51.46478873239437,23.15492957746479,40.816901408450704,32.7887323943662,6.338028169014085,12.422535211267606,0.5915492957746479,0.3380281690140845,15.718309859154928,80.33126293995859,69.23076923076923,38.095238095238095,33.33333333333333,16.666666666666664,51,4.309859154929577,38.50931677018634,44.07083333333333,2.4507042253521125,97.82608695652172,54.34782608695651,95.65217391304348,4.891304347826087,69.56521739130434,58.69565217391305,85.86956521739131,37.77777777777778,52.17391304347826,94.56521739130434,67.3913043478261,7.608695652173914,73.91304347826086,31.521739130434785,36.95652173913043,83.69565217391305,76.08695652173914,39.130434782608695,52.17391304347826,79.34782608695652,9.782608695652174,93.47826086956522,43.47826086956522,64.13043478260869,83.5,84.8,57.1,41.8,44.3,76.5,66.8,Playmaker,0,Final-Ball Specialist,22000000.0,2030.0,Locked
439534.0,1148,657,565,18,3,2,109,0,57,31,13,28,18,27,15,5,51,8,6,12,19,17,3,107,841,335,262,64,200,8,7,2618.4,56,15,Petar Sucic,Inter,75,MC,22,1.411149825783972,0.235191637630662,0.156794425087108,8.545296167247386,0.0,4.468641114982579,2.4303135888501743,1.019163763066202,2.1951219512195124,1.411149825783972,2.1167247386759582,1.17595818815331,0.39198606271777,3.9982578397212545,0.627177700348432,0.470383275261324,0.940766550522648,1.489547038327526,1.3327526132404182,0.235191637630662,8.388501742160278,65.93205574912892,26.26306620209059,51.50696864111499,44.29442508710802,5.017421602787456,15.679442508710803,0.627177700348432,0.5487804878048781,20.54006968641115,85.99695585996956,46.42857142857143,50.0,55.55555555555556,17.647058823529413,71,5.566202090592334,39.87823439878234,46.75714285714286,2.430313588850174,67.3913043478261,82.6086956521739,79.34782608695652,41.84782608695652,85.86956521739131,21.73913043478261,76.08695652173914,38.88888888888889,21.73913043478261,88.04347826086956,82.6086956521739,95.65217391304348,77.17391304347827,63.58695652173913,66.30434782608695,94.56521739130434,88.04347826086956,48.91304347826087,80.43478260869566,21.73913043478261,81.52173913043478,88.04347826086956,52.17391304347826,78.26086956521739,81.8,83.0,76.2,53.7,45.4,75.5,67.8,Playmaker,0,Final-Ball Specialist,30000000.0,2030.0,Locked
110373.0,1313,1154,1009,34,3,2,163,0,130,50,3,10,40,22,13,9,79,11,8,13,9,69,27,152,1315,339,594,21,241,7,4,3818.8,88,16,Hakan Çalhanoglu,Inter,75,MC,32,2.3305407463823307,0.2056359482102056,0.1370906321401371,11.172886519421173,0.0,8.910891089108912,3.427265803503427,0.2056359482102056,0.6854531607006854,2.7418126428027416,1.507996953541508,0.8910891089108911,0.6169078446306169,5.415079969535415,0.7539984767707539,0.5483625285605483,0.8910891089108911,0.6169078446306169,4.7296268088347295,1.8507235338918508,10.41888804265042,90.13709063214012,23.236862147753236,79.1012947448591,69.16222391469915,1.4394516374714394,16.51942117288652,0.4798172124904798,0.2741812642802742,40.715917745620715,87.43500866551126,30.0,61.53846153846154,59.09090909090909,39.130434782608695,101,6.923076923076923,51.47313691507799,43.39545454545455,2.536176694592536,23.91304347826087,98.91304347826086,76.08695652173914,56.52173913043478,61.95652173913043,17.391304347826086,94.56521739130434,88.88888888888889,28.26086956521739,33.69565217391305,13.043478260869565,46.73913043478261,60.86956521739131,91.30434782608695,23.91304347826087,97.82608695652172,98.91304347826086,91.30434782608695,85.86956521739131,51.08695652173913,52.17391304347826,94.56521739130434,94.56521739130434,72.82608695652173,80.7,81.9,81.5,54.8,51.7,28.2,93.9,Wide Creator,0,Final-Ball Specialist,22000000.0,2027.0,Expiring
