match_id,team_id,team_name,is_home,total_passes,accurate_passes,total_shots,goals,key_passes,tackles,interceptions
1901194,75,Inter,False,611,518,22,3,17,20,2
1901196,86,Udinese,True,375,293,8,1,2,14,5
1901196,87,Juventus,False,490,402,25,3,17,14,4
1901202,24341,Parma Calcio 1913,True,377,276,8,1,4,17,11
1901202,84,Roma,False,578,474,18,2,14,11,11
1901270,76,Verona,True,336,228,13,1,7,22,13
1901270,278,Genoa,False,496,390,15,2,12,19,4
1901272,78,Cagliari,True,484,408,5,1,5,19,9
1901272,87,Juventus,False,639,580,14,2,11,16,7
1901276,77,Lazio,True,601,517,9,0,6,12,10
1901276,80,AC Milan,False,531,464,16,1,12,17,10
1901278,86,Udinese,True,387,290,14,2,12,16,6
1901278,24341,Parma Calcio 1913,False,392,269,17,0,10,21,6
1901318,278,Genoa,True,405,307,10,1,6,22,14
1901318,84,Roma,False,600,502,16,3,12,21,14
1901142,77,Lazio,True,559,483,14,3,9,9,6
1901142,278,Genoa,False,453,381,16,2,9,13,6
1901071,71,Bologna,True,294,197,15,1,13,16,9
1901071,1290,Como,False,499,409,13,0,11,16,7
1901077,276,Napoli,True,683,587,20,1,15,4,7
1901077,78,Cagliari,False,326,264,10,0,7,16,4
1901078,24341,Parma Calcio 1913,True,389,288,7,1,3,10,8
1901078,300,Atalanta,False,450,356,11,1,9,23,7
1901079,777,Pisa,True,297,197,7,0,6,22,11
1901079,84,Roma,False,639,522,10,1,8,16,7
1901188,2889,Sassuolo,True,445,367,12,2,9,6,5
1901188,78,Cagliari,False,371,284,8,1,6,18,7
1901200,77,Lazio,True,614,537,11,0,9,9,6
1901200,777,Pisa,False,405,315,10,0,10,17,9
1901264,300,Atalanta,True,463,391,21,2,19,14,8
1901264,73,Fiorentina,False,503,414,15,0,11,12,8
1901274,72,Torino,True,409,299,15,1,8,19,5
1901274,79,Lecce,False,370,270,10,2,8,17,2
1901280,777,Pisa,True,367,278,10,0,8,6,7
1901280,75,Inter,False,550,457,14,2,14,10,8
1901281,276,Napoli,True,463,364,7,1,6,21,9
1901281,84,Roma,False,588,478,8,0,6,14,6
1901136,78,Cagliari,True,656,557,13,4,9,13,5
1901136,76,Verona,False,411,314,9,0,8,16,9
1901144,73,Fiorentina,True,447,379,15,1,12,8,5
1901144,276,Napoli,False,510,443,19,2,15,8,3
1901148,2889,Sassuolo,True,411,315,21,2,14,16,8
1901148,777,Pisa,False,483,376,16,2,12,18,9
1901073,278,Genoa,True,391,283,10,0,9,21,6
1901073,87,Juventus,False,497,391,13,1,8,26,6
1901074,75,Inter,True,565,459,16,1,10,12,5
1901074,86,Udinese,False,279,197,10,2,7,8,4
1901075,76,Verona,True,323,253,12,0,8,20,9
1901075,77,Lazio,False,744,668,22,4,18,9,14
1901080,73,Fiorentina,True,396,324,16,0,9,11,10
1901080,72,Torino,False,334,251,7,0,5,7,6
