league,match_id,team_id,team_name,is_home,total_passes,accurate_passes,total_shots,goals,key_passes,tackles,interceptions
Championship,1908411,171,QPR,True,560,448,18,1,14,11,2
Championship,1908411,18,Southampton,False,368,296,9,2,6,11,6
Championship,1908414,25,Sheff Wed,True,367,256,15,1,13,19,8
Championship,1908414,168,Norwich,False,428,320,13,1,11,18,8
Championship,1908551,21,Middlesbrough,False,525,434,10,4,8,22,20
Championship,1908551,214,Hull,True,443,338,5,1,3,27,10
Championship,1908693,171,QPR,False,501,386,18,0,15,20,3
Championship,1908693,160,Charlton,True,379,258,16,0,9,11,16
Championship,1908793,197,Oxford,False,240,145,15,3,10,29,14
Championship,1908793,181,Preston,True,559,441,13,1,10,14,4
Championship,1908545,182,Bristol City,True,546,403,13,0,5,6,8
Championship,1908545,192,Millwall,False,268,157,12,1,10,14,12
Championship,1908549,20,Derby,True,525,413,18,1,12,16,14
Championship,1908549,14,Leicester,False,341,240,5,3,4,22,11
Championship,1908553,17,Coventry,False,549,437,11,0,8,13,6
Championship,1908553,165,Ipswich,True,341,248,10,3,8,22,10
Championship,1908555,199,Wrexham,False,386,267,9,1,6,15,6
Championship,1908555,181,Preston,True,507,371,24,1,16,9,9
Championship,1908557,175,WBA,False,500,379,13,1,8,16,5
Championship,1908557,171,QPR,True,445,321,9,3,8,19,4
Championship,1908559,163,Sheff Utd,True,298,197,19,4,16,12,10
Championship,1908559,96,Stoke,False,456,350,7,0,5,16,10
Championship,1908562,157,Birmingham,False,475,380,22,1,14,18,4
Championship,1908562,18,Southampton,True,327,249,18,3,12,8,7
Championship,1908566,259,Swansea,True,418,305,15,2,12,13,12
Championship,1908566,197,Oxford,False,396,277,12,0,8,16,8
Championship,1908569,27,Watford,True,570,457,13,3,10,11,5
Championship,1908569,168,Norwich,False,478,381,15,2,10,19,12
Championship,1908692,14,Leicester,False,250,159,7,1,4,12,7
Championship,1908692,157,Birmingham,True,647,534,21,2,14,10,3
Championship,1908694,197,Oxford,False,225,129,4,0,4,21,7
Championship,1908694,17,Coventry,True,604,496,24,0,14,8,5
Championship,1908695,165,Ipswich,False,358,285,13,2,13,14,13
Championship,1908695,20,Derby,True,429,341,10,1,7,8,6
Championship,1908696,182,Bristol City,False,339,230,11,3,8,16,17
Championship,1908696,214,Hull,True,716,590,10,2,7,14,9
Championship,1908697,158,Blackburn,False,397,292,6,0,4,20,15
Championship,1908697,168,Norwich,True,495,387,12,2,8,27,8
Championship,1908698,169,Portsmouth,False,495,372,12,0,9,12,5
Championship,1908698,181,Preston,True,282,192,7,1,6,15,13
Championship,1908700,27,Watford,False,502,397,11,0,8,19,11
Championship,1908700,18,Southampton,True,452,356,6,1,3,22,6
Championship,1908702,96,Stoke,False,501,371,8,0,6,9,7
Championship,1908702,175,WBA,True,507,392,10,0,9,9,10
Championship,1908703,199,Wrexham,True,495,373,17,0,14,13,6
Championship,1908703,192,Millwall,False,414,292,7,2,6,15,17
Championship,1908752,158,Blackburn,True,411,282,10,1,8,14,7
Championship,1908752,169,Portsmouth,False,534,416,14,1,11,6,8
Championship,1908753,182,Bristol City,True,552,447,24,0,20,14,3
Championship,1908753,17,Coventry,False,379,289,10,2,7,16,5
Championship,1908754,160,Charlton,True,366,246,12,1,6,8,18
Championship,1908754,157,Birmingham,False,480,344,7,0,4,8,7
Championship,1908755,25,Sheff Wed,False,370,271,7,1,4,18,11
Championship,1908755,20,Derby,True,449,347,13,2,11,16,12
Championship,1908756,192,Millwall,False,363,246,9,3,6,15,12
Championship,1908756,214,Hull,True,470,322,23,1,21,16,12
Championship,1908757,14,Leicester,False,321,208,7,1,3,19,17
Championship,1908757,165,Ipswich,True,589,477,18,1,15,13,7
Championship,1908795,175,WBA,False,341,229,13,1,6,19,11
Championship,1908795,163,Sheff Utd,True,598,473,13,1,11,22,5
Championship,1908797,96,Stoke,False,289,205,8,0,5,17,9
Championship,1908797,259,Swansea,True,575,481,23,2,16,17,7
Championship,1908443,182,Bristol City,False,346,254,10,1,7,19,6
Championship,1908443,27,Watford,True,580,500,16,1,13,16,7
Championship,1908701,259,Swansea,True,545,436,22,4,16,19,14
Championship,1908701,25,Sheff Wed,False,359,253,3,0,3,13,8
Championship,1908794,21,Middlesbrough,False,750,645,16,4,10,13,17
Championship,1908794,171,QPR,True,346,251,9,0,5,14,13
Championship,1979301,192,Millwall,True,486,361,15,0,13,16,10
Championship,1979301,214,Hull,False,305,182,6,0,4,13,9
Championship,1908320,157,Birmingham,True,403,285,11,1,5,16,7
Championship,1908320,165,Ipswich,False,392,297,7,1,5,3,9
Championship,1908417,20,Derby,False,281,182,6,2,6,20,12
Championship,1908417,158,Blackburn,True,516,365,8,1,6,18,3
Championship,1908419,214,Hull,True,437,320,13,3,12,10,8
Championship,1908419,169,Portsmouth,False,342,215,13,2,7,15,6
Championship,1908423,157,Birmingham,False,509,397,13,1,7,10,7
Championship,1908423,21,Middlesbrough,True,391,291,8,2,8,15,7
Championship,1908426,181,Preston,False,398,263,8,1,6,10,7
Championship,1908426,192,Millwall,True,389,256,14,1,11,7,8
Championship,1908428,168,Norwich,True,312,214,8,1,4,22,13
Championship,1908428,14,Leicester,False,584,485,14,2,12,15,6
Championship,1908431,163,Sheff Utd,True,476,341,20,0,14,8,13
Championship,1908431,171,QPR,False,311,185,13,0,10,18,8
Championship,1908434,25,Sheff Wed,False,543,450,11,1,7,17,2
Championship,1908434,18,Southampton,True,417,335,12,3,9,20,9
Championship,1908437,96,Stoke,True,338,256,10,0,9,9,10
Championship,1908437,17,Coventry,False,404,283,17,1,13,6,8
Championship,1908440,165,Ipswich,False,406,314,11,4,10,13,6
Championship,1908440,259,Swansea,True,485,391,11,1,7,25,2
Championship,1908449,175,WBA,True,592,475,26,2,14,11,16
Championship,1908449,197,Oxford,False,369,252,10,1,6,15,12
Championship,1908451,199,Wrexham,True,547,420,18,1,14,10,8
Championship,1908451,160,Charlton,False,397,290,11,0,8,14,4
Championship,1908699,163,Sheff Utd,True,322,230,13,1,10,17,11
Championship,1908699,21,Middlesbrough,False,528,414,19,2,15,18,8
Championship,1979302,21,Middlesbrough,True,622,507,21,0,18,10,8
Championship,1979302,18,Southampton,False,373,281,6,0,5,9,12
Championship,1908321,160,Charlton,True,335,239,12,1,11,17,7
Championship,1908321,27,Watford,False,452,355,10,0,7,10,5
Championship,1908322,214,Hull,False,328,240,7,0,7,23,1
Championship,1908322,17,Coventry,True,454,352,18,0,12,10,6
Championship,1908323,18,Southampton,True,668,557,27,2,21,11,6
Championship,1908323,199,Wrexham,False,226,142,10,1,8,19,7
Championship,1908324,21,Middlesbrough,True,485,376,6,1,5,15,6
Championship,1908324,259,Swansea,False,422,319,3,0,1,31,10
Championship,1908325,168,Norwich,True,470,379,15,1,7,17,1
Championship,1908325,192,Millwall,False,346,233,15,2,11,24,11
Championship,1908326,197,Oxford,True,359,224,18,0,12,22,6
Championship,1908326,169,Portsmouth,False,365,255,9,1,5,22,3
Championship,1908327,181,Preston,False,332,224,12,1,10,20,8
Championship,1908327,171,QPR,True,442,328,13,1,6,12,6
Championship,1908328,96,Stoke,True,493,409,12,3,12,13,2
Championship,1908328,20,Derby,False,239,143,3,1,1,16,5
Championship,1908329,175,WBA,True,364,274,13,1,9,20,10
Championship,1908329,158,Blackburn,False,472,356,9,0,5,22,3
Championship,1908330,163,Sheff Utd,True,643,534,20,1,13,14,5
Championship,1908330,182,Bristol City,False,231,144,9,4,7,20,18
Championship,1908572,158,Blackburn,True,473,321,16,1,11,10,6
Championship,1908572,197,Oxford,False,387,236,6,1,4,15,18
Championship,1908574,21,Middlesbrough,False,531,433,14,2,9,9,7
Championship,1908574,160,Charlton,True,328,218,6,1,4,14,7
Championship,1908576,17,Coventry,False,539,427,21,1,16,11,4
Championship,1908576,181,Preston,True,246,153,7,1,4,15,5
Championship,1908578,171,QPR,True,315,212,16,2,12,17,9
Championship,1908578,157,Birmingham,False,501,386,3,1,3,17,7
Championship,1908580,168,Norwich,False,522,414,13,1,10,27,9
Championship,1908580,163,Sheff Utd,True,433,343,18,1,15,13,14
Championship,1908582,175,WBA,False,474,381,18,2,12,17,9
Championship,1908582,18,Southampton,True,581,484,8,3,7,14,6
Championship,1908584,259,Swansea,True,427,315,15,1,15,12,7
Championship,1908584,169,Portsmouth,False,414,282,10,0,5,10,11
Championship,1908586,27,Watford,True,640,528,23,1,18,19,13
Championship,1908586,25,Sheff Wed,False,296,192,4,1,3,28,11
Championship,1908704,175,WBA,False,361,245,9,0,5,12,17
Championship,1908704,157,Birmingham,True,508,397,16,0,10,15,5
Championship,1908710,18,Southampton,False,523,423,16,4,13,15,7
Championship,1908710,14,Leicester,True,431,334,8,3,5,14,8
Championship,1908711,168,Norwich,False,533,416,8,3,6,21,12
Championship,1908711,197,Oxford,True,372,247,7,0,3,19,12
