match_id,scraped,competition_key,competition_type,source_stage_id,competition_phase,source_url,validation_status,validated_home_team,validated_away_team
1903980,True,,,,,,ok,PSV Eindhoven,FC Utrecht
1903981,True,,,,,,ok,Telstar,FC Groningen
1903982,True,,,,,,ok,AZ Alkmaar,SC Heerenveen
1903983,True,,,,,,ok,FC Groningen,Go Ahead Eagles
1903984,True,,,,,,ok,Heracles,Ajax
1903985,True,,,,,,ok,NEC Nijmegen,Feyenoord
1903986,True,,,,,,ok,Fortuna Sittard,NAC Breda
1903987,True,,,,,,ok,Sparta Rotterdam,PSV Eindhoven
1903988,True,,,,,,ok,Twente,FC Volendam
1903989,True,,,,,,ok,FC Utrecht,Telstar
1903990,True,,,,,,ok,PEC Zwolle,Excelsior
1903991,True,,,,,,ok,Excelsior,FC Utrecht
1903992,True,,,,,,ok,Feyenoord,FC Groningen
1903993,True,,,,,,ok,Go Ahead Eagles,AZ Alkmaar
1903994,True,,,,,,ok,Feyenoord,FC Utrecht
1903995,True,,,,,,ok,Go Ahead Eagles,NEC Nijmegen
1903996,True,,,,,,ok,Heracles,Feyenoord
1903997,True,,,,,,ok,PSV Eindhoven,Go Ahead Eagles
1903998,True,,,,,,ok,FC Utrecht,FC Volendam
1903999,True,,,,,,ok,Ajax,AZ Alkmaar
1904000,True,,,,,,ok,NAC Breda,PEC Zwolle
1904001,True,,,,,,ok,FC Groningen,Sparta Rotterdam
1904002,True,,,,,,ok,Excelsior,Fortuna Sittard
1904003,True,,,,,,ok,Telstar,SC Heerenveen
1904004,True,,,,,,ok,FC Groningen,Feyenoord
1904005,True,,,,,,ok,NEC Nijmegen,Twente
1904006,True,,,,,,ok,Ajax,NAC Breda
1904007,True,,,,,,ok,SC Heerenveen,NAC Breda
1904008,True,,,,,,ok,FC Volendam,PEC Zwolle
1904009,True,,,,,,ok,Fortuna Sittard,FC Groningen
1904010,True,,,,,,ok,Excelsior,PSV Eindhoven
1904011,True,,,,,,ok,FC Volendam,Heracles
1904012,True,,,,,,ok,NEC Nijmegen,AZ Alkmaar
1904013,True,,,,,,ok,Heracles,Sparta Rotterdam
1904014,True,,,,,,ok,Sparta Rotterdam,Telstar
1904015,True,,,,,,ok,FC Utrecht,SC Heerenveen
1904016,True,,,,,,ok,PEC Zwolle,NEC Nijmegen
1904017,True,,,,,,ok,Telstar,Go Ahead Eagles
1904018,True,,,,,,ok,Twente,Ajax
1904019,True,,,,,,ok,NAC Breda,FC Groningen
1904020,True,,,,,,ok,Feyenoord,PSV Eindhoven
1904021,True,,,,,,ok,Sparta Rotterdam,Ajax
1904022,True,,,,,,ok,Go Ahead Eagles,Excelsior
1904023,True,,,,,,ok,Fortuna Sittard,FC Volendam
1904024,True,,,,,,ok,AZ Alkmaar,FC Utrecht
1904025,True,,,,,,ok,PEC Zwolle,PSV Eindhoven
1904026,True,,,,,,ok,PSV Eindhoven,Fortuna Sittard
1904027,True,,,,,,ok,SC Heerenveen,Excelsior
1904028,True,,,,,,ok,Feyenoord,FC Volendam
1904029,True,,,,,,ok,Twente,Heracles
1904030,True,,,,,,ok,AZ Alkmaar,Telstar
1904031,True,,,,,,ok,NAC Breda,Go Ahead Eagles
1904032,True,,,,,,ok,Ajax,SC Heerenveen
1904033,True,,,,,,ok,Telstar,Excelsior
1904034,True,,,,,,ok,Heracles,PEC Zwolle
1904035,True,,,,,,ok,FC Groningen,Twente
1904036,True,,,,,,ok,Sparta Rotterdam,AZ Alkmaar
1904037,True,,,,,,ok,FC Utrecht,NEC Nijmegen
1904038,True,,,,,,ok,Twente,Telstar
